experiment_time_s,latitude,longitude,height_m,speed_m_s,horizontal_accuracy_m
1958.452,37.51160557,126.99981390,14.91,2.903,8.07
1959.452,37.51162354,126.99983590,14.89,2.837,8.07
1960.452,37.51164069,126.99985990,14.94,2.814,8.07
1961.452,37.51165630,126.99989210,15.45,3.013,8.06
1962.452,37.51166626,126.99992300,16.05,2.905,8.06
1963.452,37.51167959,126.99995150,16.01,2.898,8.06
1964.452,37.51169413,126.99998180,15.87,2.952,8.05
1965.452,37.51170976,127.00000910,15.82,2.995,8.05
1966.452,37.51172642,127.00003440,15.80,2.967,8.05
1967.452,37.51174086,127.00006340,15.76,2.970,8.05
1968.452,37.51175039,127.00008580,15.65,2.813,8.04
1969.452,37.51175885,127.00011510,14.92,2.835,8.04
1970.452,37.51176895,127.00014550,14.92,2.792,8.04
1971.452,37.51178016,127.00017360,14.73,2.869,8.04
1972.452,37.51179519,127.00020140,14.77,2.772,8.04
1973.452,37.51180864,127.00022900,14.88,2.765,8.03
1974.453,37.51182250,127.00025670,14.77,2.818,8.03
1975.453,37.51183639,127.00028390,14.78,2.832,8.03
1976.453,37.51184928,127.00031220,14.71,2.770,8.03
1977.453,37.51185896,127.00034190,14.91,2.652,8.03
1978.453,37.51186916,127.00037030,14.83,2.669,8.03
1979.453,37.51187811,127.00040450,14.79,3.006,8.02
1980.453,37.51188634,127.00043150,14.69,2.650,8.02
1981.453,37.51189683,127.00046280,14.83,2.924,8.02
1982.453,37.51190571,127.00049010,14.58,2.617,8.02
1983.453,37.51190910,127.00052510,14.59,2.877,8.02
1984.453,37.51191560,127.00056030,14.62,3.112,8.02
1985.453,37.51192132,127.00059510,14.44,3.088,8.02
1986.453,37.51193262,127.00062560,14.66,2.964,8.02
1987.453,37.51194404,127.00066150,14.70,3.140,8.02
1988.453,37.51195401,127.00069590,14.62,3.173,8.02
1989.453,37.51196142,127.00072970,14.53,3.170,8.01
1990.453,37.51197304,127.00076390,14.56,3.206,8.01
1991.453,37.51198140,127.00080140,14.44,3.271,8.01
1992.453,37.51198529,127.00083840,14.58,3.220,8.01
1993.453,37.51199150,127.00087450,14.55,3.164,8.01
1994.453,37.51199978,127.00090920,14.56,3.189,8.01
1995.453,37.51200798,127.00094470,14.56,3.216,8.01
1996.453,37.51201858,127.00098060,14.69,3.269,8.01
1997.453,37.51202721,127.00101560,14.47,3.238,8.01
1998.453,37.51203378,127.00105110,14.50,3.191,8.01
1999.453,37.51204305,127.00108700,14.37,3.238,8.01
2000.453,37.51205116,127.00112170,14.28,3.213,8.01
2001.453,37.51206178,127.00115390,14.17,3.159,8.01
2002.453,37.51207182,127.00118590,14.09,3.093,8.01
2003.453,37.51208740,127.00121870,14.07,3.187,8.01
2004.453,37.51210164,127.00125420,14.04,3.391,8.01
2005.453,37.51211557,127.00128730,13.93,3.370,8.01
2006.453,37.51213064,127.00132110,13.90,3.417,8.01
2007.453,37.51214361,127.00135220,13.80,3.260,8.01
2008.453,37.51215703,127.00138410,13.75,3.165,8.01
2009.453,37.51216970,127.00141790,13.74,3.223,8.01
2010.453,37.51218078,127.00145140,13.64,3.182,8.01
2011.453,37.51219408,127.00148080,13.67,3.024,8.00
2012.453,37.51220925,127.00151320,13.65,3.217,8.00
2013.453,37.51222682,127.00154890,13.55,3.579,8.00
2014.453,37.51224509,127.00158590,13.49,3.748,8.00
2015.453,37.51226310,127.00160510,13.10,3.355,8.00
2016.453,37.51227940,127.00162550,13.12,2.895,8.00
2017.453,37.51229781,127.00164940,13.29,2.983,8.00
2018.453,37.51231726,127.00167020,13.39,2.907,8.00
2019.453,37.51233762,127.00169380,13.21,3.054,8.00
2020.453,37.51236013,127.00171390,13.57,3.123,8.00
2021.453,37.51238262,127.00173550,13.39,3.176,8.00
2022.453,37.51240363,127.00175800,13.39,3.094,8.00
2023.453,37.51242590,127.00178130,13.32,3.177,8.00
2024.453,37.51244891,127.00180480,13.35,3.272,8.00
2025.453,37.51247229,127.00182460,13.30,3.172,8.00
2026.453,37.51249580,127.00185010,13.30,3.289,8.00
2027.453,37.51252032,127.00187570,13.28,3.544,8.00
2028.453,37.51254534,127.00189540,13.30,3.361,8.00
2029.453,37.51256843,127.00191510,13.27,3.094,8.00
2030.453,37.51259145,127.00193590,13.06,3.075,8.00
2031.453,37.51261501,127.00195790,13.18,3.045,8.00
2032.453,37.51263637,127.00197770,13.26,3.024,8.00
2033.453,37.51266087,127.00199420,13.32,2.994,8.00
2034.453,37.51267555,127.00200630,13.29,2.367,8.00
2035.453,37.51269992,127.00202150,13.26,2.577,8.00
2036.453,37.51272660,127.00203660,13.37,2.929,8.00
2037.453,37.51274729,127.00205170,13.43,2.787,8.00
2038.453,37.51276878,127.00206200,13.57,2.723,8.00
2039.453,37.51279128,127.00207360,13.53,2.694,8.00
2040.453,37.51281592,127.00208410,13.31,2.885,8.00
2041.453,37.51283765,127.00209360,13.26,2.798,8.00
2042.453,37.51285963,127.00210720,13.29,2.828,8.00
2043.453,37.51288099,127.00211650,13.34,2.606,8.00
2044.453,37.51290233,127.00212750,13.10,2.454,8.00
2045.453,37.51292543,127.00213270,13.42,2.403,8.00
2046.453,37.51294830,127.00213580,13.48,2.394,8.00
2047.453,37.51297200,127.00214390,13.23,2.392,8.00
2048.453,37.51299348,127.00215770,13.41,2.439,8.00
2049.453,37.51301701,127.00217260,13.48,2.656,8.00
2050.453,37.51303845,127.00218700,13.55,2.657,8.00
2051.453,37.51305892,127.00220050,13.23,2.581,8.00
2052.453,37.51308173,127.00221170,13.13,2.649,8.00
2053.453,37.51310413,127.00222120,13.28,2.686,8.00
2054.453,37.51312839,127.00223340,13.43,2.843,8.00
2055.453,37.51315025,127.00224530,13.41,2.738,8.00
2056.453,37.51317261,127.00226100,13.47,2.722,8.00
2057.453,37.51319333,127.00227810,13.49,2.650,8.00
2058.453,37.51321548,127.00229500,13.48,2.772,8.00
2059.453,37.51323721,127.00231060,13.43,2.759,8.00
2060.453,37.51325891,127.00232360,13.45,2.722,8.00
2061.453,37.51328046,127.00233770,13.66,2.680,8.00
2062.451,37.51329923,127.00235490,13.68,2.590,8.00
2063.451,37.51331681,127.00237130,13.74,2.464,8.00
2064.451,37.51333620,127.00238590,14.00,2.494,8.00
2065.451,37.51335883,127.00240460,14.08,2.682,8.00
2066.451,37.51337950,127.00242110,14.19,2.697,8.00
2067.451,37.51339867,127.00243990,14.31,2.645,8.00
2068.451,37.51341857,127.00245570,14.29,2.578,8.00
2069.451,37.51343877,127.00247330,13.99,2.543,8.00
2070.451,37.51345927,127.00249170,13.95,2.588,8.00
2071.451,37.51347801,127.00251110,13.71,2.568,8.00
2072.451,37.51349549,127.00253060,13.70,2.566,8.00
2073.451,37.51351384,127.00255240,13.86,2.697,8.00
2074.451,37.51353431,127.00257160,13.91,2.783,8.00
2075.451,37.51355208,127.00259500,13.95,2.872,8.00
2076.451,37.51357101,127.00261560,13.99,2.788,8.00
2077.451,37.51358935,127.00263800,13.95,2.866,8.00
2078.451,37.51361239,127.00266140,14.02,3.157,8.00
2079.451,37.51362960,127.00268240,13.84,2.785,8.00
2080.451,37.51364712,127.00270270,13.69,2.610,8.00
2081.451,37.51366324,127.00272110,13.51,2.354,8.00
2082.451,37.51367727,127.00275130,13.01,2.358,8.00
2083.452,37.51369018,127.00277930,13.08,2.432,8.00
2084.452,37.51370106,127.00280040,12.88,2.157,8.00
2085.452,37.51372261,127.00281840,12.86,2.324,8.00
2086.452,37.51373968,127.00284470,12.81,2.518,8.00
2087.452,37.51375631,127.00287040,13.39,2.729,8.00
2088.452,37.51377344,127.00289470,13.51,2.778,8.00
2089.452,37.51378870,127.00292030,13.32,2.756,8.00
2090.452,37.51380224,127.00295110,13.55,3.034,8.00
2091.452,37.51381274,127.00297810,13.46,2.851,8.00
2092.452,37.51382684,127.00300590,13.69,3.018,8.00
2093.452,37.51384033,127.00303050,13.70,2.723,8.00
2094.452,37.51385542,127.00305840,13.70,3.024,8.00
2095.452,37.51386915,127.00308070,13.64,2.544,8.00
2096.452,37.51388310,127.00310750,13.58,2.619,8.00
2097.452,37.51389418,127.00313550,13.56,2.514,8.00
2098.452,37.51390735,127.00316820,13.62,3.016,8.00
2099.452,37.51392158,127.00319540,13.65,3.023,8.00
2100.452,37.51393469,127.00322250,13.59,2.884,8.00
2101.452,37.51394833,127.00325270,13.55,2.988,8.00
2102.452,37.51396154,127.00328220,13.51,2.993,8.00
2103.452,37.51397079,127.00331200,13.51,2.790,8.00
2104.452,37.51398277,127.00334510,13.63,3.063,8.00
2105.452,37.51399485,127.00337200,13.63,2.745,8.00
2106.452,37.51400708,127.00340380,13.76,2.931,8.00
2107.452,37.51401771,127.00342650,13.73,2.607,8.00
2108.452,37.51402970,127.00344400,13.69,2.154,8.00
2109.452,37.51403409,127.00345980,13.63,2.118,8.00
2110.452,37.51404320,127.00349860,13.97,2.312,8.00
2111.452,37.51406175,127.00355230,13.76,3.371,8.00
2112.452,37.51407918,127.00358590,13.80,3.493,8.00
2113.452,37.51409377,127.00361870,13.92,3.495,8.00
2114.452,37.51410845,127.00365040,13.79,3.410,8.00
2115.452,37.51412312,127.00368340,13.76,3.406,8.00
2116.452,37.51413686,127.00371410,13.59,3.227,8.00
2117.452,37.51415421,127.00374350,13.75,3.179,8.00
2118.452,37.51416993,127.00377180,13.75,3.114,8.00
2119.452,37.51418805,127.00380090,13.85,3.305,8.00
2120.453,37.51420507,127.00382460,13.91,2.860,8.00
2121.453,37.51422203,127.00385470,13.87,2.886,8.00
2122.453,37.51423707,127.00388450,13.85,3.100,8.00
2123.453,37.51425427,127.00391400,13.63,3.140,8.00
2124.453,37.51427422,127.00394070,13.57,3.303,8.00
2125.453,37.51429525,127.00396210,13.46,3.184,8.00
2126.453,37.51431222,127.00398280,13.34,2.797,8.00
2127.453,37.51433133,127.00400910,13.44,2.926,8.00
2128.453,37.51434939,127.00403810,13.38,2.952,8.00
2129.453,37.51436678,127.00406840,13.26,3.046,8.00
2130.453,37.51438831,127.00409160,13.29,3.076,8.00
2131.453,37.51440802,127.00411270,13.39,2.908,8.00
2132.453,37.51442928,127.00413670,13.50,3.008,8.00
2133.453,37.51444931,127.00416200,13.44,3.097,8.00
2134.453,37.51447254,127.00418780,13.46,3.416,8.00
2135.453,37.51449252,127.00421000,13.60,3.116,8.00
2136.453,37.51451299,127.00423220,13.65,3.082,8.00
2137.453,37.51453539,127.00425310,13.56,3.218,8.00
2138.453,37.51455849,127.00426610,13.85,3.023,8.00
2139.453,37.51458070,127.00428390,13.88,3.006,8.00
2140.453,37.51460142,127.00430510,13.51,2.991,8.00
2141.453,37.51462581,127.00432490,13.24,3.011,8.00
2142.453,37.51464929,127.00434390,13.31,3.047,8.00
2143.453,37.51466941,127.00436200,13.33,2.721,8.00
2144.453,37.51469573,127.00438510,13.30,3.163,8.00
2145.453,37.51471384,127.00440110,13.53,2.848,8.00
2146.453,37.51473546,127.00441820,13.56,2.817,8.00
2147.453,37.51475417,127.00443730,13.65,2.523,8.00
2148.453,37.51477382,127.00446300,13.73,2.898,8.00
2149.453,37.51479449,127.00448160,13.79,2.796,8.00
2150.453,37.51481261,127.00450090,13.82,2.660,8.00
2151.453,37.51483449,127.00452390,13.47,2.925,8.00
2152.453,37.51484920,127.00454240,13.62,2.616,8.00
2153.453,37.51486631,127.00456620,13.54,2.689,8.00
2154.453,37.51488514,127.00458820,13.55,2.770,8.00
2155.453,37.51490276,127.00460920,13.57,2.704,8.00
2156.453,37.51492261,127.00463110,13.52,2.906,8.00
2157.453,37.51493919,127.00465210,13.52,2.611,8.00
2158.453,37.51495335,127.00467590,13.48,2.626,8.00
2159.453,37.51496726,127.00470450,13.57,2.795,8.00
2160.453,37.51498158,127.00472900,13.42,2.709,8.00
2161.453,37.51499739,127.00475190,13.51,2.693,8.00
2162.453,37.51501514,127.00477510,13.60,2.782,8.00
2163.453,37.51503169,127.00479730,13.55,2.685,8.00
2164.453,37.51504601,127.00482410,13.52,2.761,8.00
2165.453,37.51506019,127.00485010,13.70,2.849,8.00
2166.453,37.51507085,127.00487710,13.90,2.812,8.00
2167.453,37.51508667,127.00490420,13.87,2.799,8.00
2168.453,37.51509951,127.00493180,13.77,2.934,8.00
2169.453,37.51511271,127.00495440,13.83,2.688,8.00
2170.453,37.51512774,127.00498080,13.85,2.785,8.00
2171.453,37.51513699,127.00500830,13.72,2.678,8.00
2172.453,37.51514941,127.00503360,13.72,2.577,8.00
2173.453,37.51516326,127.00506200,13.74,2.720,8.00
2174.453,37.51517944,127.00508880,13.72,2.904,8.00
2175.453,37.51519419,127.00511400,13.59,2.880,8.00
2176.453,37.51520531,127.00513870,13.69,2.688,8.00
2177.453,37.51521904,127.00516340,13.74,2.655,8.00
2178.453,37.51523265,127.00518810,13.89,2.656,8.00
2179.453,37.51524723,127.00521350,13.91,2.682,8.00
2180.453,37.51526204,127.00523700,13.83,2.637,8.00
2181.453,37.51527935,127.00526300,13.77,2.819,8.00
2182.453,37.51529722,127.00528570,13.94,2.834,8.00
2183.453,37.51531370,127.00530810,13.99,2.765,8.00
2184.453,37.51533015,127.00533220,14.04,2.760,8.00
2185.453,37.51534744,127.00535640,14.09,2.798,8.00
2186.453,37.51536439,127.00537930,14.11,2.759,8.00
2187.453,37.51538045,127.00540000,14.14,2.648,8.00
2188.450,37.51539772,127.00542190,14.12,2.655,8.00
2189.450,37.51541504,127.00544560,14.13,2.717,8.00
2190.450,37.51543357,127.00546630,13.97,2.710,8.00
2191.450,37.51545407,127.00548530,13.98,2.765,8.00
2192.450,37.51547451,127.00550480,13.88,2.811,8.00
2193.450,37.51549545,127.00552380,13.76,2.852,8.00
2194.450,37.51551621,127.00554410,13.70,2.906,8.15
2195.450,37.51553568,127.00556730,13.73,2.969,8.14
2196.450,37.51555542,127.00559210,13.75,3.081,8.13
2197.450,37.51557184,127.00561350,13.77,2.992,8.13
2198.450,37.51558768,127.00562850,13.80,2.853,8.12
2199.451,37.51559912,127.00564540,13.77,2.651,8.11
2200.451,37.51562020,127.00565990,13.71,2.669,8.11
2201.451,37.51563707,127.00567720,13.69,2.636,8.10
2202.451,37.51565528,127.00569290,13.82,2.482,8.10
2203.451,37.51567495,127.00570370,14.03,2.565,8.09
2204.451,37.51568699,127.00571240,14.47,2.317,8.09
2205.451,37.51570743,127.00572670,14.67,2.284,8.08
2206.451,37.51572946,127.00574130,14.64,2.271,8.08
2207.451,37.51575475,127.00575170,14.49,2.359,8.08
2208.451,37.51577746,127.00575970,14.48,2.354,8.07
2209.451,37.51580081,127.00577060,14.39,2.389,8.07
2210.451,37.51581485,127.00578350,14.25,2.107,8.07
2211.451,37.51583541,127.00579440,14.12,2.041,8.06
2212.451,37.51585528,127.00580590,13.67,1.919,8.06
2213.451,37.51587484,127.00582620,13.35,1.886,8.06
2214.451,37.51589822,127.00583770,13.36,1.925,8.05
2215.451,37.51592141,127.00584800,13.69,1.991,8.05
2216.452,37.51593793,127.00585050,13.32,1.862,8.05
2217.452,37.51595751,127.00585590,13.09,1.824,8.05
2218.452,37.51597472,127.00586570,12.99,1.716,8.04
2219.452,37.51598963,127.00587170,12.99,1.555,8.04
2220.452,37.51600825,127.00587940,12.57,1.548,8.04
2221.452,37.51602643,127.00588270,12.29,1.622,8.04
2222.452,37.51607526,127.00590140,12.18,2.320,8.04
2223.452,37.51610576,127.00591480,12.46,2.508,8.03
2224.452,37.51613467,127.00593130,12.73,2.689,8.03
2225.452,37.51616427,127.00593240,12.64,2.799,8.03
2226.452,37.51619008,127.00593370,12.48,2.773,8.03
2227.452,37.51621637,127.00593490,12.42,2.694,8.03
2228.452,37.51624250,127.00594200,12.17,2.725,8.03
2229.452,37.51626845,127.00594980,12.10,2.773,8.02
2230.452,37.51629289,127.00595840,11.96,2.745,8.02
2231.452,37.51631912,127.00596520,11.89,2.824,8.02
2232.452,37.51634828,127.00596850,11.93,3.024,8.02
2233.452,37.51637631,127.00597640,11.88,3.064,8.02
2234.452,37.51640344,127.00598150,12.03,2.989,8.02
2235.452,37.51642975,127.00598890,12.03,2.994,8.02
2236.452,37.51646202,127.00600150,12.09,3.488,8.02
2237.452,37.51649621,127.00601380,12.14,3.846,8.02
2238.452,37.51653140,127.00602970,12.22,4.089,8.02
2239.452,37.51656664,127.00605260,12.25,4.295,8.01
2240.452,37.51660044,127.00607400,12.36,4.308,8.01
2241.452,37.51663221,127.00609510,12.48,4.235,8.01
2242.452,37.51666588,127.00610390,12.82,4.112,8.01
2243.452,37.51669663,127.00612250,12.81,3.996,8.01
2244.452,37.51672685,127.00614000,12.81,3.843,8.01
2245.452,37.51675298,127.00616220,12.79,3.611,8.01
2246.452,37.51677938,127.00618350,12.76,3.330,8.01
2247.452,37.51680951,127.00621520,12.76,3.340,8.01
2248.452,37.51683837,127.00623570,12.63,3.197,8.01
2249.452,37.51686605,127.00626050,12.36,3.145,8.01
2250.452,37.51688256,127.00628130,12.40,2.626,8.01
2251.453,37.51690793,127.00630000,12.38,2.513,8.01
2252.453,37.51692617,127.00632770,12.36,2.550,8.01
2253.453,37.51694866,127.00634910,12.32,2.393,8.01
2254.453,37.51698305,127.00636520,12.49,2.533,8.01
2255.453,37.51701416,127.00639730,11.90,2.857,8.01
2256.453,37.51703526,127.00642600,12.03,2.963,8.01
2257.453,37.51705357,127.00644680,12.21,2.865,8.01
2258.453,37.51707389,127.00646880,12.37,2.928,8.01
2259.453,37.51709484,127.00648970,12.53,2.780,8.01
2260.453,37.51711349,127.00651690,12.71,3.010,8.01
2261.453,37.51713609,127.00654000,12.58,3.066,8.00
2262.453,37.51715152,127.00656090,12.50,2.809,8.00
2263.453,37.51717004,127.00658670,12.52,2.808,8.00
2264.453,37.51718667,127.00661320,12.57,2.826,8.00
2265.453,37.51719908,127.00664240,12.72,2.728,8.00
2266.453,37.51721600,127.00666720,12.79,2.715,8.00
2267.453,37.51722734,127.00669860,12.33,2.369,8.00
2268.453,37.51723376,127.00672760,11.81,2.177,8.00
2269.453,37.51725003,127.00675540,12.22,2.137,8.00
2270.453,37.51726367,127.00677810,12.65,2.155,8.00
2271.453,37.51727647,127.00679720,12.53,1.988,8.00
2272.453,37.51729824,127.00682110,12.03,1.984,8.00
2273.453,37.51731250,127.00683940,12.02,1.987,8.00
2274.453,37.51732669,127.00686020,12.26,2.130,8.00
2275.453,37.51734113,127.00688390,12.44,2.174,8.00
2276.453,37.51735365,127.00690440,12.31,2.173,8.00
2277.453,37.51736312,127.00692550,12.44,2.104,8.00
2278.453,37.51737260,127.00694980,12.44,2.209,8.00
2279.453,37.51738396,127.00697690,12.52,2.354,8.00
2280.453,37.51740040,127.00699490,11.92,2.310,8.00
2281.453,37.51741118,127.00701830,11.86,2.390,8.00
2282.453,37.51742454,127.00703840,11.55,2.424,8.00
2283.453,37.51743300,127.00706390,11.30,2.652,8.00
2284.453,37.51744224,127.00709010,11.22,2.796,8.00
2285.453,37.51745754,127.00710570,11.35,2.681,8.00
2286.453,37.51746691,127.00713040,11.26,2.596,8.00
2287.453,37.51746989,127.00716160,10.92,2.575,8.00
2288.453,37.51747253,127.00719000,10.66,2.474,8.00
2289.453,37.51747768,127.00722130,10.78,2.471,8.00
2290.453,37.51747768,127.00724180,10.68,2.135,8.00
2291.453,37.51747962,127.00727150,10.83,2.112,8.00
2292.453,37.51747993,127.00728590,10.95,1.845,8.00
2293.453,37.51748332,127.00730500,10.88,1.863,8.00
2294.453,37.51749537,127.00733670,10.84,2.053,8.00
2295.453,37.51750468,127.00736420,10.89,2.137,8.00
2296.453,37.51751710,127.00739240,11.27,2.294,8.00
2297.453,37.51753202,127.00742170,10.85,2.526,8.00
2298.453,37.51754129,127.00745090,10.68,2.617,8.00
2299.453,37.51754942,127.00747930,10.98,2.727,8.00
2300.453,37.51755249,127.00750770,10.99,2.840,8.00
2301.453,37.51755977,127.00752390,11.69,2.674,8.00
2302.453,37.51756775,127.00755630,11.99,2.891,8.00
2303.453,37.51757774,127.00759120,12.45,3.197,8.00
2304.453,37.51760392,127.00759120,12.74,3.472,8.00
2305.453,37.51764828,127.00759120,13.20,4.186,8.00
2306.454,37.51768955,127.00759120,13.75,4.677,8.00
2307.454,37.51772870,127.00755370,13.86,5.045,8.00
2308.454,37.51777356,127.00755370,13.96,5.132,8.00
2309.454,37.51780922,127.00755370,14.09,4.957,8.00
2310.454,37.51784312,127.00755400,14.28,4.783,8.00
2311.454,37.51789628,127.00756330,15.03,5.148,8.00
2312.454,37.51792732,127.00757810,14.85,4.893,8.00
2313.454,37.51796888,127.00761350,15.02,4.952,8.00
2314.450,37.51802068,127.00764420,14.89,5.269,8.00
2315.450,37.51805504,127.00768550,15.08,5.370,8.00
2316.450,37.51808278,127.00772130,15.44,5.194,8.00
2317.450,37.51812191,127.00776320,15.49,5.599,8.00
2318.450,37.51815820,127.00780840,15.35,5.760,8.00
2319.450,37.51820047,127.00784970,15.72,5.943,8.00
2320.450,37.51824461,127.00789720,15.09,6.265,8.00
2321.450,37.51828711,127.00794330,14.42,6.376,8.00
2322.450,37.51832382,127.00799290,14.61,6.195,8.00
2323.450,37.51837681,127.00805080,14.65,6.925,8.00
2324.450,37.51842043,127.00810170,14.34,6.707,8.00
2325.451,37.51846189,127.00815340,14.60,6.539,8.00
2326.451,37.51850351,127.00820200,14.16,6.344,8.00
2327.451,37.51854505,127.00824380,13.95,5.998,8.00
2328.451,37.51858391,127.00829150,14.09,6.008,8.00
2329.451,37.51862254,127.00833350,14.26,5.842,8.00
2330.451,37.51865772,127.00837590,14.45,5.574,8.00
2331.451,37.51869437,127.00841750,14.42,5.493,8.00
2332.451,37.51873032,127.00845710,14.67,5.319,8.00
2333.451,37.51876659,127.00849680,14.81,5.296,8.00
2334.451,37.51880016,127.00853400,14.85,5.124,8.00
2335.451,37.51883016,127.00857940,13.86,5.104,8.00
2336.451,37.51885269,127.00861460,13.71,4.527,8.00
2337.451,37.51887189,127.00863880,13.27,3.531,8.00
2338.451,37.51893306,127.00864400,13.46,4.352,8.00
2339.451,37.51898277,127.00864450,13.66,4.932,8.00
2340.452,37.51903193,127.00864450,13.66,5.356,8.00
2341.452,37.51906542,127.00864450,13.98,4.502,8.00
2342.452,37.51910239,127.00864450,14.82,4.300,8.00
2343.452,37.51914398,127.00864450,14.79,4.316,8.00
2344.452,37.51918115,127.00864590,14.45,4.167,8.00
2345.452,37.51921926,127.00864910,14.44,4.148,8.00
2346.452,37.51925269,127.00867560,15.04,4.205,8.00
2347.452,37.51928417,127.00869620,15.32,4.142,8.00
2348.452,37.51931112,127.00872330,15.48,3.882,8.00
2349.452,37.51934222,127.00875180,15.44,3.912,8.00
2350.452,37.51936663,127.00878580,15.69,3.896,8.00
2351.452,37.51939117,127.00882110,15.49,4.037,8.00
2352.452,37.51941707,127.00885110,15.60,3.919,8.00
2353.452,37.51944460,127.00887910,15.49,3.878,8.00
2354.452,37.51947062,127.00890480,15.68,3.757,8.00
2355.452,37.51949787,127.00893020,15.29,3.748,8.00
2356.452,37.51952475,127.00895850,15.45,3.830,8.00
2357.452,37.51954886,127.00898900,15.31,3.728,8.00
2358.452,37.51957493,127.00901970,15.31,3.855,8.00
2359.452,37.51959930,127.00904570,15.47,3.593,8.00
2360.452,37.51962523,127.00907570,15.41,3.786,8.00
2361.452,37.51964996,127.00910440,15.40,3.746,8.00
2362.452,37.51967429,127.00913260,15.41,3.609,8.00
2363.452,37.51969967,127.00916010,15.41,3.613,8.00
2364.452,37.51972500,127.00918870,15.53,3.701,8.00
2365.452,37.51975281,127.00921150,15.54,3.582,8.00
2366.452,37.51977572,127.00924330,15.53,3.655,8.00
2367.453,37.51979860,127.00927080,15.42,3.503,8.00
2368.453,37.51982346,127.00929580,15.32,3.475,8.00
2369.453,37.51984687,127.00932410,15.30,3.504,8.00
2370.453,37.51986872,127.00935240,15.36,3.490,8.00
2371.453,37.51988966,127.00938050,15.34,3.438,8.00
2372.453,37.51991335,127.00940410,15.39,3.362,8.00
2373.453,37.51993472,127.00942730,15.37,3.191,8.00
2374.453,37.51995673,127.00945210,15.39,3.176,8.00
2375.453,37.51997833,127.00947550,15.51,3.127,8.00
2376.453,37.52000229,127.00949770,15.47,3.188,8.00
2377.453,37.52002203,127.00952020,15.47,3.010,8.00
2378.453,37.52003785,127.00954720,15.51,2.974,8.00
2379.453,37.52005595,127.00957050,15.49,2.874,8.00
2380.453,37.52007622,127.00959090,15.47,2.840,8.00
2381.453,37.52009731,127.00960860,15.49,2.784,8.00
2382.453,37.52011585,127.00962620,15.50,2.688,8.00
2383.453,37.52014107,127.00965970,15.34,2.919,8.00
2384.453,37.52016668,127.00968690,15.42,3.075,8.00
2385.453,37.52018774,127.00971580,15.26,3.182,8.00
2386.453,37.52021017,127.00974020,15.07,3.182,8.00
2387.453,37.52023527,127.00976380,15.11,3.398,8.00
2388.453,37.52026023,127.00978730,15.08,3.442,8.00
2389.453,37.52028440,127.00981140,14.97,3.444,8.00
2390.453,37.52030647,127.00983560,14.89,3.337,8.00
2391.453,37.52032505,127.00985990,14.59,3.210,8.00
2392.453,37.52034154,127.00987990,14.44,2.874,8.00
2393.453,37.52035201,127.00991500,14.51,2.848,8.00
2394.453,37.52037335,127.00993330,14.27,2.790,8.00
2395.453,37.52039527,127.00995150,14.18,2.911,8.00
2396.453,37.52041626,127.00996800,14.00,2.739,8.00
2397.453,37.52043603,127.00998630,13.97,2.712,8.00
2398.453,37.52045666,127.01000070,14.01,2.615,8.00
2399.453,37.52047780,127.01001500,13.95,2.627,8.00
2400.453,37.52049991,127.01003210,13.98,2.746,8.00
2401.453,37.52052042,127.01004740,13.89,2.681,8.00
2402.453,37.52053953,127.01007170,13.89,2.712,8.00
2403.453,37.52055962,127.01009980,13.97,3.045,8.00
2404.453,37.52057311,127.01012350,13.82,2.927,8.00
2405.453,37.52058854,127.01015190,13.63,3.218,8.00
2406.453,37.52060265,127.01018380,13.43,3.566,8.03
2407.453,37.52061343,127.01019630,13.52,3.387,8.03
2408.453,37.52062988,127.01021470,13.89,3.340,8.03
2409.454,37.52064682,127.01024280,13.92,3.476,8.03
2410.454,37.52067012,127.01027210,13.89,3.570,8.03
2411.454,37.52069691,127.01028780,13.33,3.310,8.03
2412.454,37.52071295,127.01030760,13.11,3.046,8.02
2413.454,37.52072941,127.01032820,12.86,2.950,8.02
2414.454,37.52074612,127.01033890,12.40,2.747,8.02
2415.454,37.52076893,127.01035300,11.98,2.712,8.02
2416.454,37.52078854,127.01036730,11.79,2.316,8.02
2417.454,37.52080892,127.01038790,11.85,2.476,8.02
2418.454,37.52082695,127.01042500,12.08,2.585,8.02
2419.454,37.52084611,127.01043510,11.81,2.571,8.02
2420.454,37.52086011,127.01045320,11.80,2.345,8.02
2421.454,37.52088404,127.01047610,11.16,2.527,8.02
2422.454,37.52090322,127.01048970,11.14,2.248,8.01
2423.454,37.52093116,127.01051600,11.15,2.405,8.01
2424.454,37.52094945,127.01055150,11.41,2.402,8.01
2425.454,37.52097351,127.01058660,11.17,2.767,8.01
2426.454,37.52099578,127.01061510,10.92,3.098,8.01
2427.454,37.52101693,127.01063740,10.85,3.098,8.01
2428.454,37.52103521,127.01066040,10.86,2.912,8.01
2429.454,37.52104918,127.01068300,11.01,2.849,8.01
2430.454,37.52106951,127.01070440,11.17,2.926,8.01
2431.454,37.52108667,127.01072660,11.10,2.708,8.01
2432.454,37.52110723,127.01075060,11.31,2.937,8.01
2433.454,37.52112758,127.01076760,11.37,2.776,8.01
2434.454,37.52114293,127.01079000,11.50,2.538,8.01
2435.454,37.52116678,127.01081750,11.59,2.670,8.01
2436.454,37.52118816,127.01083340,11.76,2.445,8.01
2437.454,37.52122023,127.01086380,12.48,3.024,8.01
2438.454,37.52124144,127.01088910,13.48,3.045,8.01
