experiment_time_s,latitude,longitude,height_m,speed_m_s,horizontal_accuracy_m
993.515,37.51274061,127.00207610,13.15,0.000,8.00
994.515,37.51274061,127.00207610,13.15,0.000,8.00
995.515,37.51274061,127.00207610,13.15,0.000,8.00
996.515,37.51274061,127.00207610,13.15,0.000,8.00
997.515,37.51274061,127.00207610,13.15,0.000,8.00
998.515,37.51274061,127.00207610,13.15,0.000,8.00
999.515,37.51274023,127.00207510,12.69,0.010,8.00
1000.515,37.51273989,127.00207500,12.67,0.010,8.00
1001.515,37.51273977,127.00207490,12.63,0.000,8.00
1002.515,37.51273977,127.00207490,12.63,0.000,8.00
1003.515,37.51273977,127.00207490,12.63,0.000,8.00
1004.515,37.51273977,127.00207490,12.63,0.000,8.00
1005.515,37.51273977,127.00207520,12.49,0.000,8.00
1006.515,37.51274049,127.00207530,12.43,0.062,8.00
1007.515,37.51274049,127.00207530,12.58,0.018,8.00
1008.515,37.51274049,127.00207530,12.72,0.021,8.00
1009.515,37.51274049,127.00207530,12.82,0.009,8.00
1010.515,37.51274071,127.00207530,12.96,0.016,8.00
1011.515,37.51274071,127.00207520,13.07,0.009,8.00
1012.515,37.51274073,127.00207520,13.12,0.019,8.00
1013.515,37.51274075,127.00207520,13.14,0.005,8.00
1014.515,37.51274079,127.00207520,13.14,0.000,8.00
1015.515,37.51274079,127.00207520,13.14,0.000,8.00
1016.515,37.51274079,127.00207520,13.14,0.000,8.00
1017.515,37.51274079,127.00207470,13.28,0.000,8.00
1018.515,37.51274079,127.00207470,13.21,0.006,8.00
1019.515,37.51274089,127.00207470,13.28,0.007,8.00
1020.515,37.51274074,127.00207460,13.40,0.016,8.00
1021.515,37.51274074,127.00207460,13.39,0.011,8.00
1022.515,37.51274048,127.00207440,13.42,0.016,8.00
1023.515,37.51274042,127.00207430,13.46,0.009,8.00
1024.515,37.51274034,127.00207430,13.54,0.003,8.00
1025.515,37.51274034,127.00207440,13.57,0.004,8.00
1026.515,37.51274033,127.00207440,13.60,0.010,8.00
1027.515,37.51274033,127.00207450,13.59,0.031,8.00
1028.515,37.51274036,127.00207450,13.60,0.024,8.00
1029.515,37.51274036,127.00207450,13.62,0.021,8.00
1030.515,37.51274036,127.00207440,13.63,0.011,8.00
1031.515,37.51274036,127.00207420,13.60,0.011,8.00
1032.515,37.51274044,127.00207410,13.59,0.012,8.00
1033.515,37.51274044,127.00207400,13.56,0.005,8.00
1034.515,37.51274044,127.00207390,13.53,0.012,8.00
1035.515,37.51274035,127.00207390,13.54,0.016,8.00
1036.515,37.51274035,127.00207390,13.48,0.007,8.00
1037.515,37.51274035,127.00207380,13.40,0.011,8.00
1038.515,37.51274035,127.00207380,13.40,0.016,8.00
1039.515,37.51274035,127.00207390,13.37,0.013,8.00
1040.515,37.51274041,127.00207390,13.37,0.035,8.00
1041.515,37.51274011,127.00207380,13.36,0.017,8.00
1042.515,37.51274009,127.00207380,13.31,0.045,8.00
1043.515,37.51274009,127.00207370,13.24,0.011,8.00
1044.515,37.51274010,127.00207360,13.15,0.019,8.00
1045.515,37.51274009,127.00207340,13.10,0.011,8.00
1046.515,37.51274009,127.00207340,13.03,0.018,8.00
1047.515,37.51273985,127.00207340,13.03,0.012,8.00
1048.515,37.51273978,127.00207340,13.02,0.000,8.00
1049.515,37.51273978,127.00207340,13.02,0.000,8.00
1050.515,37.51273930,127.00207340,13.00,0.006,8.00
1051.515,37.51273917,127.00207310,12.96,0.019,8.00
1052.515,37.51273917,127.00207310,12.97,0.019,8.00
1053.515,37.51273917,127.00207290,12.91,0.011,8.00
1054.515,37.51273921,127.00207280,12.90,0.031,8.00
1055.515,37.51273931,127.00207280,12.88,0.084,8.00
1056.515,37.51273931,127.00207230,12.89,0.032,8.00
1057.515,37.51273934,127.00207170,12.93,0.006,8.00
1058.515,37.51273934,127.00207160,12.94,0.008,8.00
1059.515,37.51273937,127.00207130,13.02,0.010,8.00
1060.515,37.51273937,127.00207130,13.08,0.010,8.00
1061.515,37.51273969,127.00207130,13.17,0.034,8.00
1062.515,37.51274047,127.00207130,13.25,0.074,8.00
1063.515,37.51274069,127.00207130,13.32,0.037,8.00
1064.515,37.51274069,127.00207260,13.35,0.093,8.00
1065.515,37.51274047,127.00207260,13.25,0.087,8.00
1066.515,37.51274044,127.00207260,13.29,0.022,8.00
1067.515,37.51274044,127.00207230,13.28,0.005,8.00
1068.515,37.51274044,127.00207220,13.21,0.008,8.00
1069.515,37.51274057,127.00207200,13.20,0.021,8.00
1070.515,37.51274071,127.00207200,13.19,0.038,8.00
1071.515,37.51274071,127.00207150,13.18,0.042,8.00
1072.515,37.51274100,127.00207150,13.15,0.025,8.00
1073.515,37.51274100,127.00207230,13.06,0.017,8.00
1074.515,37.51274094,127.00207250,13.00,0.076,8.00
1075.515,37.51274094,127.00207260,13.14,0.012,8.00
1076.515,37.51274102,127.00207260,13.15,0.046,8.00
1077.515,37.51274102,127.00207300,13.18,0.045,8.00
1078.515,37.51274117,127.00207300,13.12,0.034,8.00
1079.515,37.51274154,127.00207280,13.11,0.037,8.00
1080.515,37.51274182,127.00207250,13.15,0.067,8.00
1081.515,37.51274196,127.00207280,13.10,0.018,8.00
1082.515,37.51274239,127.00207270,13.05,0.158,8.00
1083.515,37.51274267,127.00207270,12.98,0.093,8.00
1084.515,37.51274267,127.00207280,12.99,0.031,8.00
1085.515,37.51274267,127.00207280,13.04,0.034,8.00
1086.515,37.51274271,127.00207290,13.11,0.022,8.00
1087.515,37.51274287,127.00207290,13.16,0.069,8.00
1088.515,37.51274295,127.00207290,13.17,0.035,8.00
1089.515,37.51274336,127.00207280,13.14,0.045,8.00
1090.515,37.51274318,127.00207280,13.15,0.057,8.00
1091.515,37.51274326,127.00207280,13.16,0.014,8.00
1092.515,37.51274336,127.00207310,13.13,0.014,8.00
1093.515,37.51274326,127.00207570,13.15,0.217,8.00
1094.515,37.51274318,127.00208420,13.21,0.596,8.00
1095.515,37.51273774,127.00209110,13.13,0.393,8.00
1096.515,37.51272457,127.00209850,12.94,0.446,8.00
1097.515,37.51272340,127.00209870,12.89,0.165,8.00
1098.515,37.51271527,127.00209870,13.04,0.340,8.00
1099.515,37.51270099,127.00209850,12.99,0.323,8.00
1100.515,37.51268405,127.00209690,13.14,0.487,8.00
1101.515,37.51266485,127.00208980,13.17,0.439,8.00
1102.515,37.51264600,127.00208190,13.09,0.393,8.00
1103.515,37.51262745,127.00207250,13.04,0.376,8.00
1104.515,37.51260819,127.00206400,13.05,0.434,8.00
1105.515,37.51258845,127.00205280,13.09,0.428,8.00
1106.515,37.51256812,127.00204140,13.12,0.539,8.00
1107.515,37.51254730,127.00202770,13.14,0.480,8.00
1108.515,37.51252818,127.00201160,13.15,0.553,8.00
1109.515,37.51250762,127.00199820,13.19,0.475,8.00
1110.515,37.51248769,127.00198400,13.25,0.500,8.00
1111.515,37.51246726,127.00196870,13.14,0.519,8.00
1112.515,37.51244799,127.00195050,12.97,0.445,8.00
1113.515,37.51242702,127.00193160,13.12,0.525,8.00
1114.515,37.51240719,127.00191260,13.11,0.490,8.00
1115.515,37.51238950,127.00189100,13.09,0.552,8.00
1116.515,37.51237724,127.00186420,13.10,0.599,8.00
1117.515,37.51236687,127.00183470,13.01,0.623,8.00
1118.515,37.51235679,127.00180740,12.96,0.596,8.00
1119.515,37.51234461,127.00177850,12.91,0.589,8.00
1120.515,37.51232996,127.00175250,12.97,0.569,8.00
1121.515,37.51231710,127.00173150,12.98,0.595,8.00
1122.515,37.51230151,127.00170510,12.89,0.506,8.00
1123.515,37.51228903,127.00168150,12.81,0.488,8.00
1124.515,37.51227579,127.00165630,12.74,0.529,8.00
1125.515,37.51226413,127.00163150,12.65,0.549,8.00
1126.515,37.51225893,127.00160090,12.49,0.676,8.00
1127.515,37.51225893,127.00156930,12.43,0.750,8.00
1128.515,37.51225893,127.00153970,12.15,0.891,8.00
1129.515,37.51225769,127.00151130,12.36,1.159,8.00
1130.515,37.51225769,127.00147790,12.53,0.795,8.00
1131.515,37.51225769,127.00144940,12.45,0.303,8.00
1132.515,37.51224459,127.00141990,12.66,0.303,8.00
1133.515,37.51222761,127.00137200,12.00,1.738,8.00
1134.515,37.51220017,127.00132270,12.03,3.581,8.00
1135.515,37.51218052,127.00128470,12.23,3.751,8.00
1136.515,37.51216464,127.00124840,12.17,3.697,8.00
1137.515,37.51215157,127.00121070,12.27,3.666,8.00
1138.515,37.51213789,127.00117220,12.46,3.708,8.00
1139.515,37.51212349,127.00113340,12.36,3.741,8.00
1140.515,37.51211073,127.00109500,12.49,3.693,8.00
1141.515,37.51209726,127.00105820,12.38,3.604,8.00
1142.515,37.51208585,127.00101860,12.39,3.668,8.00
1143.515,37.51207881,127.00097460,12.72,3.829,8.00
1144.515,37.51207008,127.00093840,12.74,3.607,8.00
1145.515,37.51206072,127.00089930,12.49,3.602,8.00
1146.515,37.51205204,127.00085820,11.80,3.673,8.00
1147.515,37.51204192,127.00081690,11.92,3.754,8.00
1148.515,37.51203530,127.00077830,12.11,3.601,8.00
1149.515,37.51202615,127.00074030,11.83,3.526,8.00
1150.515,37.51201816,127.00070240,11.39,3.511,8.00
1151.515,37.51200861,127.00066300,11.54,3.596,8.00
1152.515,37.51199942,127.00062390,11.49,3.605,8.00
1153.515,37.51198862,127.00058510,11.72,3.627,8.00
1154.515,37.51197790,127.00054690,11.65,3.613,8.00
1155.515,37.51196668,127.00050820,11.50,3.612,8.00
1156.515,37.51195581,127.00047170,11.67,3.466,8.00
1157.515,37.51194153,127.00043320,11.70,3.593,8.00
1158.515,37.51192706,127.00039600,11.66,3.679,8.00
1159.515,37.51191204,127.00036120,11.77,3.619,8.00
1160.515,37.51189651,127.00032620,11.77,3.686,8.00
1161.515,37.51188295,127.00028770,11.92,3.841,8.00
1162.515,37.51186572,127.00024700,11.95,4.040,8.00
1163.515,37.51184684,127.00021450,11.91,3.653,8.00
1164.515,37.51183335,127.00017790,12.05,3.727,8.00
1165.515,37.51181931,127.00013940,12.09,3.758,8.00
1166.515,37.51180353,127.00009600,12.03,3.816,8.00
1167.515,37.51178633,127.00005800,12.08,3.783,8.00
1168.515,37.51176878,127.00002140,12.09,3.704,8.00
1169.515,37.51174888,126.99998880,12.03,3.713,8.00
1170.515,37.51172563,126.99995310,12.08,3.720,8.00
1171.515,37.51170808,126.99992110,12.12,3.724,8.00
1172.515,37.51168930,126.99988680,12.07,3.663,8.00
1173.515,37.51167041,126.99985010,12.00,3.695,8.00
1174.515,37.51165267,126.99981330,12.13,3.697,8.00
1175.515,37.51163426,126.99977800,12.15,3.712,8.00
1176.515,37.51161469,126.99974380,12.14,3.757,8.00
1177.515,37.51159177,126.99971180,12.11,3.788,8.00
1178.515,37.51157055,126.99967930,12.03,3.748,8.00
1179.515,37.51154901,126.99964790,12.02,3.758,8.00
1180.515,37.51152829,126.99961470,11.93,3.735,8.00
1181.515,37.51150498,126.99958340,12.03,3.744,8.00
1182.515,37.51148237,126.99955570,12.14,3.707,8.00
1183.515,37.51145924,126.99952750,12.26,3.704,8.00
1184.515,37.51143430,126.99949860,12.22,3.694,8.00
1185.515,37.51140964,126.99946530,12.30,3.872,8.00
1186.515,37.51138368,126.99943210,12.33,4.109,8.00
1187.515,37.51135522,126.99939860,12.31,4.279,8.00
1188.515,37.51132396,126.99936420,12.28,4.538,8.00
1189.515,37.51129665,126.99932900,12.45,4.418,8.00
1190.515,37.51126552,126.99929020,12.66,4.756,8.00
1191.515,37.51123751,126.99925300,12.61,4.594,8.00
1192.515,37.51121055,126.99921540,12.42,4.469,8.00
1193.515,37.51118832,126.99917450,12.36,4.360,8.00
1194.515,37.51116521,126.99913360,12.47,4.393,8.00
1195.515,37.51114392,126.99909220,12.15,4.409,8.00
1196.515,37.51112301,126.99904810,12.52,4.447,8.00
1197.515,37.51110131,126.99900530,12.42,4.444,8.00
1198.515,37.51108386,126.99895900,12.50,4.495,8.00
1199.515,37.51106202,126.99892010,12.34,4.275,8.00
1200.515,37.51104254,126.99887890,12.43,4.247,8.00
1201.515,37.51102395,126.99883270,12.49,4.484,8.00
1202.515,37.51101201,126.99879440,12.30,3.867,8.00
1203.515,37.51099772,126.99874810,12.33,4.125,8.00
1204.515,37.51098840,126.99870720,12.46,3.876,8.00
1205.515,37.51097697,126.99866970,12.48,3.576,8.00
1206.515,37.51097353,126.99861830,12.44,4.236,8.00
1207.515,37.51096699,126.99857080,12.30,4.245,8.00
1208.515,37.51095313,126.99853980,12.33,3.673,8.00
1209.515,37.51094780,126.99850320,12.28,3.442,8.00
1210.515,37.51094722,126.99846300,12.30,3.488,8.00
1211.515,37.51094423,126.99842820,12.48,3.199,8.00
1212.515,37.51094295,126.99838590,11.80,3.471,8.03
1213.515,37.51094257,126.99834270,11.74,3.717,8.02
1214.515,37.51093069,126.99830250,11.67,3.749,8.02
1215.515,37.51091277,126.99826300,11.45,3.836,8.02
1216.515,37.51089712,126.99822550,11.86,3.690,8.02
1217.515,37.51088346,126.99819080,11.64,3.463,8.40
1218.515,37.51086095,126.99815770,11.50,3.519,8.65
1219.515,37.51085832,126.99812000,11.37,3.111,8.62
1220.515,37.51083394,126.99810840,11.83,2.988,8.59
1221.515,37.51080836,126.99808220,11.59,3.340,8.56
1222.515,37.51077398,126.99805130,11.35,3.905,8.53
1223.515,37.51074250,126.99802260,11.25,3.899,8.50
1224.515,37.51071418,126.99800050,11.27,3.799,8.48
1225.515,37.51069359,126.99796420,11.50,3.821,8.45
1226.515,37.51067264,126.99793450,11.64,3.767,8.43
1227.515,37.51065181,126.99790280,11.79,3.654,8.41
1228.515,37.51063075,126.99786720,11.82,3.732,8.39
1229.515,37.51061048,126.99783370,11.77,3.700,8.37
1230.515,37.51059148,126.99780020,11.93,3.736,8.35
1231.515,37.51057393,126.99776330,11.90,3.712,8.33
1232.515,37.51055557,126.99772530,11.87,3.796,8.32
1233.515,37.51053701,126.99768750,12.01,3.863,8.30
1234.515,37.51051934,126.99765460,11.86,3.632,8.29
1235.515,37.51050430,126.99761160,11.93,3.842,8.27
1236.515,37.51048864,126.99757260,12.48,3.832,8.26
1237.515,37.51047395,126.99753070,12.24,3.868,8.25
1238.515,37.51046064,126.99749330,12.47,3.691,8.23
1239.515,37.51045214,126.99745000,12.53,3.769,8.22
1240.515,37.51044467,126.99740760,12.68,3.813,8.21
1241.515,37.51043886,126.99736510,12.80,3.813,8.20
1242.515,37.51043226,126.99732260,12.68,3.806,8.19
1243.515,37.51042938,126.99727840,12.65,3.843,8.18
1244.515,37.51042878,126.99723820,12.83,3.672,8.17
1245.515,37.51042707,126.99719430,12.76,3.799,8.16
1246.515,37.51042707,126.99715300,12.87,3.754,8.15
1247.515,37.51042707,126.99711230,13.09,3.657,8.15
1248.515,37.51042876,126.99707030,13.41,3.696,8.14
1249.515,37.51043551,126.99703220,12.24,3.579,8.13
1250.515,37.51043562,126.99698960,12.82,3.633,8.13
1251.515,37.51044231,126.99694830,13.00,3.687,8.12
1252.515,37.51044820,126.99690700,12.62,3.742,8.11
1253.515,37.51045405,126.99687010,12.87,3.504,8.11
1254.515,37.51046122,126.99682710,12.71,3.712,8.10
1255.515,37.51046629,126.99679370,13.27,3.287,8.10
1256.515,37.51047496,126.99674190,13.31,3.946,8.09
1257.515,37.51047804,126.99670250,13.55,3.687,8.09
1258.515,37.51048062,126.99666240,13.36,3.605,8.08
1259.515,37.51048240,126.99662050,13.10,3.663,8.08
1260.515,37.51048348,126.99657840,13.05,3.708,8.08
1261.515,37.51048444,126.99654000,13.03,3.544,8.07
1262.515,37.51048528,126.99649970,13.08,3.548,8.07
1263.515,37.51048528,126.99645910,13.06,3.549,8.06
1264.515,37.51048528,126.99641880,13.01,3.532,8.06
1265.515,37.51048292,126.99638030,12.80,3.466,8.06
1266.515,37.51048048,126.99634010,12.67,3.514,8.06
1267.515,37.51047582,126.99629940,12.63,3.585,8.05
1268.515,37.51046759,126.99626040,12.52,3.562,8.05
1269.515,37.51046086,126.99622340,12.49,3.412,8.05
1270.515,37.51045802,126.99618250,12.65,3.544,8.05
1271.515,37.51044654,126.99614350,12.64,3.698,8.04
1272.515,37.51044002,126.99611150,12.48,3.170,8.04
1273.515,37.51043167,126.99606800,12.29,3.607,8.04
1274.515,37.51042010,126.99603120,12.42,3.566,8.04
1275.515,37.51040809,126.99599440,12.38,3.559,8.04
1276.515,37.51039723,126.99595770,12.59,3.528,8.03
1277.515,37.51038584,126.99592330,12.62,3.414,8.03
1278.515,37.51037187,126.99588910,12.54,3.408,8.03
1279.515,37.51035772,126.99585390,12.51,3.468,8.03
1280.515,37.51034314,126.99581840,12.63,3.511,8.03
1281.515,37.51032651,126.99578690,12.74,3.407,8.03
1282.515,37.51030813,126.99575390,12.48,3.496,8.02
1283.515,37.51029060,126.99572240,12.52,3.439,8.02
1284.515,37.51027327,126.99569170,12.57,3.356,8.02
1285.515,37.51025739,126.99566210,12.59,3.232,8.02
1286.515,37.51023903,126.99563190,11.99,3.244,8.02
1287.515,37.51021599,126.99560120,12.11,3.471,8.02
1288.515,37.51019220,126.99556180,12.05,3.927,8.02
1289.515,37.51017041,126.99553780,11.85,3.679,8.02
1290.515,37.51015058,126.99550700,11.86,3.552,8.02
1291.515,37.51013049,126.99548110,11.58,3.348,8.02
1292.515,37.51010787,126.99545530,11.56,3.327,8.01
1293.515,37.51009387,126.99543790,12.08,2.783,8.01
1294.515,37.51007151,126.99541460,12.17,2.955,8.01
1295.515,37.51005100,126.99539610,11.59,2.955,8.01
1296.515,37.51003969,126.99537850,12.01,2.463,8.01
1297.515,37.51001668,126.99536390,11.89,2.599,8.01
1298.515,37.50998646,126.99533960,11.23,3.202,8.01
1299.515,37.50996302,126.99532340,11.60,3.157,8.01
1300.515,37.50993775,126.99530360,11.32,3.150,8.01
1301.515,37.50991168,126.99528700,11.24,3.164,8.01
1302.515,37.50988436,126.99527080,11.96,3.291,8.01
1303.515,37.50985817,126.99525230,12.05,3.320,8.01
1304.515,37.50982780,126.99523720,11.94,3.460,8.01
1305.515,37.50980286,126.99522020,11.88,3.323,8.01
1306.515,37.50978342,126.99521830,11.10,2.650,8.01
1307.515,37.50975948,126.99520630,11.09,2.761,8.01
1308.515,37.50973080,126.99518740,12.59,3.211,8.01
1309.515,37.50969700,126.99517100,11.66,3.735,8.01
1310.515,37.50967521,126.99514620,12.44,3.533,8.01
1311.515,37.50965639,126.99514190,12.42,2.876,8.01
1312.515,37.50962885,126.99513260,12.61,2.908,8.01
1313.515,37.50959604,126.99513180,12.53,3.346,8.00
1314.515,37.50957259,126.99512790,12.92,2.962,8.00
1315.515,37.50954946,126.99512550,12.52,2.503,8.00
1316.515,37.50951649,126.99511230,13.55,3.215,8.00
1317.515,37.50949109,126.99511070,12.60,2.790,8.00
1318.515,37.50945914,126.99510140,12.33,3.097,8.00
1319.515,37.50943273,126.99509730,12.17,2.956,8.00
1320.515,37.50941049,126.99508720,12.24,2.708,8.00
1321.515,37.50937910,126.99506960,12.25,3.050,8.00
1322.515,37.50935546,126.99505510,12.29,2.992,8.00
1323.515,37.50932943,126.99504210,12.36,3.080,8.00
1324.515,37.50930416,126.99502790,12.92,3.131,8.00
1325.515,37.50927812,126.99501010,13.09,3.178,8.00
1326.515,37.50927086,126.99500730,12.36,1.993,8.00
1327.515,37.50925451,126.99500560,11.79,1.802,8.00
1328.515,37.50923074,126.99498110,12.05,2.432,8.00
1329.515,37.50920375,126.99495690,12.16,3.064,8.00
1330.515,37.50918249,126.99492860,12.40,3.318,8.00
1331.515,37.50916395,126.99490350,12.65,3.200,8.00
1332.515,37.50914111,126.99487740,12.48,3.156,8.00
1333.515,37.50911899,126.99485210,12.36,3.166,8.00
1334.515,37.50909885,126.99482510,12.35,3.180,8.00
1335.515,37.50907911,126.99479520,12.56,3.287,8.00
1336.515,37.50905954,126.99477010,12.74,3.066,8.00
1337.515,37.50903948,126.99474120,12.70,3.213,8.00
1338.515,37.50901854,126.99471210,12.60,3.516,8.00
1339.515,37.50900729,126.99469110,11.68,2.866,8.00
1340.515,37.50899418,126.99465890,12.59,2.753,8.00
1341.515,37.50897877,126.99462560,12.75,2.776,8.00
1342.515,37.50896357,126.99459220,12.83,3.113,8.00
1343.515,37.50895047,126.99455880,12.83,3.184,8.00
1344.515,37.50893808,126.99452600,12.86,3.162,8.00
1345.515,37.50892681,126.99449300,13.33,3.157,8.00
1346.515,37.50891402,126.99445840,13.27,3.245,8.00
1347.515,37.50890278,126.99442450,13.41,3.237,8.00
1348.515,37.50889402,126.99439040,13.22,3.184,8.00
1349.515,37.50888590,126.99435310,13.27,3.306,8.00
1350.515,37.50887895,126.99431770,13.22,3.271,8.00
1351.515,37.50887277,126.99427970,13.27,3.355,8.00
1352.515,37.50886660,126.99424440,13.37,3.214,8.00
1353.515,37.50886102,126.99420480,13.52,3.346,8.00
1354.515,37.50885892,126.99416660,13.23,3.345,8.00
1355.515,37.50885567,126.99413210,13.48,3.177,8.00
1356.515,37.50885565,126.99408970,13.71,3.464,8.00
1357.515,37.50885565,126.99405240,13.63,3.365,8.00
1358.515,37.50885565,126.99401500,13.71,3.316,8.00
1359.515,37.50885656,126.99397660,13.59,3.347,8.00
1360.515,37.50885883,126.99393810,13.43,3.371,8.00
1361.515,37.50886114,126.99389860,13.27,3.427,8.00
1362.515,37.50886654,126.99386490,13.06,3.184,8.00
1363.515,37.50887373,126.99382400,11.09,3.410,8.00
1364.515,37.50888108,126.99379610,11.94,2.971,8.00
1365.515,37.50888774,126.99375220,12.56,3.427,8.00
1366.515,37.50889481,126.99370980,12.47,3.681,8.00
1367.515,37.50889687,126.99366160,12.42,3.961,8.00
1368.515,37.50889837,126.99362190,12.32,3.763,8.00
1369.515,37.50889895,126.99358170,12.15,3.620,8.00
1370.515,37.50889895,126.99354030,12.24,3.651,8.00
1371.515,37.50889895,126.99349330,11.96,3.908,8.00
1372.515,37.50889486,126.99344800,11.95,3.980,8.00
1373.515,37.50889090,126.99340480,12.18,3.879,8.00
1374.515,37.50888705,126.99335900,12.32,3.951,8.00
1375.515,37.50888204,126.99331420,12.49,3.988,8.00
1376.515,37.50887480,126.99327180,12.30,3.893,8.00
1377.515,37.50886223,126.99322810,12.16,3.962,8.00
1378.515,37.50884896,126.99318570,12.17,3.979,8.00
1379.515,37.50883650,126.99314460,12.22,3.914,8.00
1380.515,37.50881839,126.99310890,11.94,3.772,8.00
1381.515,37.50880406,126.99307130,11.93,3.700,8.00
1382.515,37.50878546,126.99303560,12.04,3.733,8.00
1383.515,37.50876418,126.99300080,12.21,3.804,8.00
1384.515,37.50873916,126.99297390,12.20,3.705,8.00
1385.515,37.50871591,126.99293900,12.68,3.876,8.00
1386.515,37.50869955,126.99290000,12.53,3.895,8.00
1387.515,37.50868169,126.99286070,11.57,3.942,8.00
1388.515,37.50865853,126.99283430,11.74,3.638,8.00
1389.515,37.50862834,126.99280380,12.12,3.937,8.00
1390.515,37.50860067,126.99277940,12.40,3.817,8.00
1391.515,37.50857500,126.99275180,12.41,3.799,8.00
1392.515,37.50854928,126.99272110,12.59,3.880,8.00
1393.515,37.50852108,126.99269420,12.64,3.910,8.00
1394.515,37.50849482,126.99267070,12.54,3.718,8.00
1395.515,37.50846930,126.99264810,12.24,3.565,8.00
1396.514,37.50843732,126.99261580,12.29,3.982,8.00
1397.514,37.50841058,126.99258700,12.02,3.974,8.00
1398.514,37.50838660,126.99256250,11.94,3.762,8.00
1399.514,37.50835575,126.99253620,12.01,4.002,8.00
1400.514,37.50832796,126.99250990,12.05,3.847,8.00
1401.514,37.50829837,126.99248450,12.11,3.880,8.00
1402.514,37.50826678,126.99245680,11.76,4.095,8.00
1403.514,37.50823883,126.99243690,11.70,3.823,8.00
1404.514,37.50820862,126.99241700,11.83,3.796,8.00
1405.514,37.50817749,126.99239510,11.67,3.880,8.00
1406.514,37.50814949,126.99237410,11.97,3.725,8.00
1407.514,37.50811745,126.99235480,11.91,3.902,8.00
1408.514,37.50808787,126.99233470,12.07,3.830,8.00
1409.514,37.50805832,126.99231360,11.76,3.776,8.00
1410.514,37.50803038,126.99229190,12.02,3.694,8.00
1411.514,37.50800037,126.99227140,12.17,3.735,8.00
1412.514,37.50796850,126.99225230,12.43,3.829,8.00
1413.514,37.50793782,126.99223350,12.22,3.797,8.00
1414.514,37.50790666,126.99221060,10.89,3.895,8.00
1415.514,37.50787222,126.99218680,11.29,4.132,8.00
1416.514,37.50784304,126.99217310,11.59,3.825,8.00
1417.514,37.50781083,126.99214990,11.88,4.025,8.00
1418.514,37.50778398,126.99212520,11.72,3.840,8.00
1419.514,37.50775372,126.99210300,11.35,3.828,8.00
1420.515,37.50772427,126.99207740,11.82,3.815,8.00
1421.515,37.50769651,126.99204730,11.76,3.938,8.00
1422.515,37.50766538,126.99202340,12.12,3.976,8.00
1423.515,37.50763971,126.99199020,11.90,4.023,8.00
1427.570,37.50546681,126.98255270,22.95,3.124,14.00
1428.570,37.50546666,126.98255270,17.40,3.124,12.13
1429.570,37.50546431,126.98255270,17.46,2.923,10.20
1430.570,37.50546431,126.98257680,15.83,2.725,8.68
1431.570,37.50545712,126.98260550,15.69,2.781,7.11
1432.455,37.50544195,126.98262790,14.98,2.781,5.23
1433.454,37.50543684,126.98265730,15.02,2.682,4.40
1434.454,37.50543647,126.98269300,14.51,2.619,3.57
1435.454,37.50543502,126.98272860,14.09,2.564,3.01
1436.454,37.50543502,126.98275480,13.66,2.551,2.80
1437.454,37.50543340,126.98278280,13.09,2.551,2.72
1438.454,37.50543335,126.98281420,13.21,2.551,2.77
1439.454,37.50543274,126.98284480,13.29,2.376,2.84
1440.454,37.50542938,126.98287170,13.29,2.376,14.25
1441.454,37.50542938,126.98289770,13.53,2.379,14.25
1442.454,37.50542695,126.98291910,13.65,2.102,14.25
1443.454,37.50542661,126.98294860,13.75,2.535,14.25
1444.454,37.50542661,126.98298880,13.54,2.535,14.25
1445.454,37.50542540,126.98303150,14.24,2.600,14.25
1446.454,37.50542540,126.98306930,13.70,2.600,14.25
1447.454,37.50542540,126.98309480,13.37,2.218,14.25
1448.454,37.50542361,126.98312240,13.21,2.218,14.25
1449.454,37.50542162,126.98314460,13.72,2.218,14.25
1450.454,37.50542162,126.98317630,14.00,2.444,14.25
1451.454,37.50542162,126.98321290,14.03,2.532,14.25
1452.454,37.50542245,126.98326750,13.58,3.473,14.25
1453.454,37.50542891,126.98330980,13.62,3.533,14.25
1454.454,37.50543055,126.98334930,13.51,3.533,14.25
1455.454,37.50543200,126.98339400,13.13,3.613,14.25
1456.454,37.50543350,126.98344410,13.01,3.901,14.25
1457.454,37.50543883,126.98350360,12.94,4.637,14.25
1458.454,37.50544698,126.98356330,12.73,4.983,14.25
1459.454,37.50544861,126.98362360,12.65,4.983,14.25
1460.454,37.50546238,126.98369030,13.43,5.621,8.00
1461.454,37.50546699,126.98375800,13.31,5.682,8.00
1462.454,37.50547856,126.98382380,13.12,5.882,8.00
1463.454,37.50548818,126.98389010,12.95,5.988,8.00
1464.454,37.50549474,126.98396330,12.94,6.081,8.00
1465.454,37.50550134,126.98403630,13.05,6.277,8.00
1466.454,37.50551169,126.98410280,12.94,6.114,8.00
1467.454,37.50552149,126.98417650,13.02,6.387,8.00
1468.454,37.50553023,126.98424350,13.14,6.168,8.00
1469.454,37.50553710,126.98431600,13.21,6.347,8.00
1470.454,37.50554379,126.98437830,13.20,5.918,8.00
1471.454,37.50554739,126.98444660,13.31,5.960,8.00
1472.454,37.50555874,126.98451080,13.56,5.879,8.00
1473.454,37.50556955,126.98456950,12.64,5.576,8.00
1474.454,37.50558123,126.98463580,13.03,5.772,8.00
1475.454,37.50558996,126.98469670,13.03,5.589,8.00
1476.454,37.50559532,126.98475760,13.05,5.463,8.00
